name,friends,followers,posts,bio,is_verified,has_profile_pic,label
Person 1928,5,108,5,DM me to grow your account fast,0,0,1
Person 1928,14,157,4,Real estate investor | DM for passive income secrets,0,0,1
John Smith,453,50,374,Architect | sustainable design,0,1,0
Sarah Jones,576,84,877,Marketing professional | keynote speaker,0,1,0
Account 293,22,70,6,,0,0,1
Person 1928,25,20,4,DM me to grow your account fast,0,0,1
Crypto Bob,24,42,6,Get free followers — click bio link,0,1,1
Free Follower,15,37,0,♻️ repost to win $1000,0,1,1
Emma Davis,1869,198,254,Medical student | future doctor 🩺,0,1,0
Investment Guru,6,184,0,Click link below 💰,0,1,1
David Clark,404,313,207,Medical student | future doctor 🩺,0,1,0
Chris Martin,253,138,300,Podcaster | interviewing founders,0,1,0
Mike Brown,462,50,877,News journalist @NYT,0,1,0
Yuki Tanaka,929,50,975,Retired engineer | amateur astronomer 🔭,0,1,0
David Clark,1957,82,384,photographer | travel 📷,0,1,0
Selena Gomez,0,26853164,2300,Oscar-winning director | Production company: @StudioX,1,1,0
Real Human 001,23,48,7,Click link below 💰,0,1,1
Anna Lee,1602,50,884,mom of 3 | foodie 🍕,0,1,0
Lisa White,622,50,69,Artist | Digital creator ✨,0,1,0
Taylor Swift,0,50555278,3924,Official account. For business: manager@agency.com,1,1,0
Earn Fast,23,168,2,NFT investor | crypto tips,0,0,1
Investment Guru,3,114,3,📈 passive income daily,0,0,1
Free Follower,4,132,2,follow for follow back,0,0,1
Earn Fast,7,198,7,,0,1,1
Emma Davis,1323,50,111,Dance teacher | choreographer,0,1,0
Cristiano Ronaldo,0,115548528,3849,CEO @Fortune500 | Author | Speaker,1,1,0
Free Follower,23,101,5,Click link below 💰,0,0,1
Anna Lee,1543,50,54,photographer | travel 📷,0,1,0
Person 1928,1,168,6,investment advisor DM me,0,1,1
Investment Guru,21,161,5,♻️ repost to win $1000,0,0,1
Lisa White,525,50,247,Freelance illustrator | art prints available,0,1,0
Cristiano Ronaldo,0,148931607,3760,World #1 tennis player 🎾 | Foundation: @AidFundation,1,1,0
Bot 9999,3,77,4,,0,0,1
Anna Lee,1271,50,621,Yoga instructor | wellness coach 🧘,0,1,0
Money Maker,21,99,2,♻️ repost to win $1000,0,0,1
Account 293,28,41,2,🔞 link in bio,0,0,1
Lisa White,555,50,753,Data scientist | ML researcher,0,1,0
Crypto Bob,12,77,4,Click link below 💰,0,0,1
Sarah Jones,732,50,648,High school teacher | making STEM fun,0,1,0
Ariana Grande,0,109208729,3364,Hollywood actor | Upcoming: Summer Blockbuster 2025,1,1,0
Priya Sharma,436,70,338,Nurse practitioner | women's health advocate,0,1,0
Emma Davis,1002,134,862,Entrepreneur | Founder @startup,0,1,0
Sarah Jones,829,50,897,Gaming streamer | Twitch partner 🎮,0,1,0
Ahmed Hassan,1858,179,956,Environmental activist 🌱,0,1,0
Investment Guru,27,139,3,earn $500/day 👇,0,0,1
Person 1928,7,25,5,Click link below 💰,0,1,1
Sarah Jones,1707,765,671,UX designer @Meta,0,1,0
Ahmed Hassan,1607,393,683,Artist | Digital creator ✨,0,1,0
Account 293,20,1,5,promo available 📩,0,0,1
Mike Brown,673,417,902,Dance teacher | choreographer,0,1,0
Real Human 001,4,22,1,Click link below 💰,0,0,1
Emma Davis,1125,111,187,Podcaster | interviewing founders,0,1,0
The Rock,0,45855241,2387,World #1 tennis player 🎾 | Foundation: @AidFundation,1,1,0
David Clark,1175,53,994,Data scientist | ML researcher,0,1,0
Free Follower,12,22,5,earn $500/day 👇,0,0,1
Chris Martin,690,65,616,Developer | Open source enthusiast,0,1,0
Sarah Jones,71,151,565,Fashion designer | PR welcome,0,1,0
Person 1928,12,185,4,📈 passive income daily,0,0,1
Kim Kardashian,0,195539275,1732,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,1,1,0
Chris Martin,291,50,845,Data scientist | ML researcher,0,1,0
Account 293,20,169,7,,0,0,1
Crypto Bob,12,4,7,btc eth airdrop free coins,0,1,1
Lisa White,1625,72,850,Developer | Open source enthusiast,0,1,0
Sarah Jones,887,317,55,Nurse practitioner | women's health advocate,0,1,0
Investment Guru,20,179,1,FREE BTC airdrop → link in bio,0,0,1
Crypto Bob,28,165,3,Get free followers — click bio link,0,1,1
The Rock,0,137657895,658,Grammy-winning artist 🎵 | New album out now,1,1,0
Yuki Tanaka,1172,94,10,Dog lover 🐾 | Hiking | Books,0,1,0
David Clark,151,357,254,Medical student | future doctor 🩺,0,1,0
Bot 9999,8,133,0,,0,1,1
Click Here Now,18,47,6,,0,0,1
Click Here Now,2,22,7,,0,1,1
Maria Garcia,1425,50,260,Wildlife photographer based in Kenya,0,1,0
Person 1928,0,134,3,crypto signals ✅ 99% win rate,0,1,1
Money Maker,12,199,0,follow for follow back,0,1,1
Priya Sharma,1139,455,806,Dance teacher | choreographer,0,1,0
Emma Davis,1977,50,734,UX designer @Meta,0,1,0
Ariana Grande,0,44299362,4230,Grammy-winning artist 🎵 | New album out now,1,1,0
Mike Brown,1109,50,691,Artist | Digital creator ✨,0,1,0
Earn Fast,14,159,2,,0,0,1
Anna Lee,889,50,23,Dance teacher | choreographer,0,1,0
John Smith,325,50,599,High school teacher | making STEM fun,0,1,0
Earn Fast,8,22,7,crypto signals ✅ 99% win rate,0,1,1
Real Human 001,13,11,2,,0,0,1
Yuki Tanaka,963,50,549,photographer | travel 📷,0,1,0
Money Maker,23,73,2,promo available 📩,0,0,1
Earn Fast,12,189,1,investment advisor DM me,0,1,1
Ahmed Hassan,306,50,313,Traveler | 50+ countries visited ✈️,0,1,0
Account 293,26,69,6,NFT investor | crypto tips,0,1,1
Anna Lee,1156,318,45,fitness coach 💪 DM for plans,0,1,0
Profit King,8,181,3,btc eth airdrop free coins,0,0,1
Free Follower,14,191,3,btc eth airdrop free coins,0,0,1
Earn Fast,9,38,5,earn $500/day 👇,0,1,1
Earn Fast,20,192,6,Get free followers — click bio link,0,0,1
Chris Martin,1298,262,242,Nurse practitioner | women's health advocate,0,1,0
The Rock,0,141971567,620,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,1,1,0
Yuki Tanaka,675,50,135,Artist | Digital creator ✨,0,1,0
Click Here Now,6,106,2,📈 passive income daily,0,0,1
User 8374,7,86,4,,0,1,1
Account 293,17,172,2,promo available 📩,0,1,1
John Smith,1287,178,614,Dance teacher | choreographer,0,1,0
Emma Davis,488,66,979,Entrepreneur | Founder @startup,0,1,0
Mike Brown,843,50,98,News journalist @NYT,0,1,0
Chris Martin,152,50,679,Gaming streamer | Twitch partner 🎮,0,1,0
Maria Garcia,1742,50,999,Traveler | 50+ countries visited ✈️,0,1,0
User 8374,3,152,6,Click link below 💰,0,0,1
Real Human 001,2,98,7,♻️ repost to win $1000,0,0,1
Free Follower,19,70,5,,0,0,1
Bot 9999,18,52,6,btc eth airdrop free coins,0,0,1
The Rock,0,193214903,1639,Professional athlete | Team captain | Brand ambassador,1,1,0
Click Here Now,11,82,0,,0,0,1
Free Follower,6,170,2,📈 passive income daily,0,0,1
Investment Guru,28,158,0,♻️ repost to win $1000,0,0,1
Investment Guru,7,179,7,investment advisor DM me,0,0,1
Real Human 001,26,102,5,,0,1,1
Yuki Tanaka,861,50,333,Medical student | future doctor 🩺,0,1,0
Bot 9999,24,139,1,Get free followers — click bio link,0,0,1
Chris Martin,903,50,536,UX designer @Meta,0,1,0
Cristiano Ronaldo,0,128770912,4005,CEO @Fortune500 | Author | Speaker,1,1,0
User 8374,14,128,4,♻️ repost to win $1000,0,0,1
Real Human 001,25,103,2,,0,0,1
User 8374,14,120,1,,0,0,1
Emma Davis,1721,50,263,Artist | Digital creator ✨,0,1,0
Anna Lee,1953,50,770,Fashion designer | PR welcome,0,1,0
Sarah Jones,1119,297,103,UX designer @Meta,0,1,0
Account 293,24,139,6,Get free followers — click bio link,0,1,1
Account 293,17,21,7,investment advisor DM me,0,0,1
Person 1928,18,173,4,,0,1,1
User 8374,22,51,6,investment advisor DM me,0,0,1
Anna Lee,874,55,341,Architect | sustainable design,0,1,0
John Smith,686,50,439,Architect | sustainable design,0,1,0
Crypto Bob,21,171,6,📈 passive income daily,0,0,1
Person 1928,7,38,5,crypto signals ✅ 99% win rate,0,1,1
Mike Brown,1961,50,25,Traveler | 50+ countries visited ✈️,0,1,0
Maria Garcia,974,54,196,Environmental activist 🌱,0,1,0
Emma Davis,1974,50,113,Developer | Open source enthusiast,0,1,0
Free Follower,17,25,4,investment advisor DM me,0,1,1
Investment Guru,10,52,5,Real estate investor | DM for passive income secrets,0,1,1
Earn Fast,16,125,7,Real estate investor | DM for passive income secrets,0,1,1
Bot 9999,23,58,7,follow for follow back,0,0,1
Priya Sharma,1281,50,960,Dance teacher | choreographer,0,1,0
Selena Gomez,0,190052272,3715,Hollywood actor | Upcoming: Summer Blockbuster 2025,1,1,0
Emma Davis,224,50,782,Dog lover 🐾 | Hiking | Books,0,1,0
Free Follower,12,106,5,📈 passive income daily,0,0,1
Investment Guru,12,30,7,earn $500/day 👇,0,0,1
John Smith,468,56,238,Podcaster | interviewing founders,0,1,0
Ariana Grande,0,80021738,1702,CEO @Fortune500 | Author | Speaker,1,1,0
Priya Sharma,1907,91,655,High school teacher | making STEM fun,0,1,0
Person 1928,1,28,1,,0,0,1
Priya Sharma,1868,231,439,software engineer @ Google,0,1,0
David Clark,1726,50,85,Retired engineer | amateur astronomer 🔭,0,1,0
Lisa White,1955,107,701,Retired engineer | amateur astronomer 🔭,0,1,0
Priya Sharma,1892,135,929,Teacher & lifelong learner 📚,0,1,0
Mike Brown,316,59,161,Data scientist | ML researcher,0,1,0
Mike Brown,563,91,499,Yoga instructor | wellness coach 🧘,0,1,0
Lisa White,772,85,959,Dog lover 🐾 | Hiking | Books,0,1,0
Cristiano Ronaldo,0,38955493,3494,World #1 tennis player 🎾 | Foundation: @AidFundation,1,1,0
Crypto Bob,10,111,4,Real estate investor | DM for passive income secrets,0,0,1
Free Follower,27,141,3,crypto signals ✅ 99% win rate,0,0,1
Maria Garcia,1585,53,318,Wildlife photographer based in Kenya,0,1,0
Mike Brown,719,183,494,fitness coach 💪 DM for plans,0,1,0
David Clark,739,84,538,Dog lover 🐾 | Hiking | Books,0,1,0
User 8374,16,54,2,Get free followers — click bio link,0,0,1
Profit King,23,6,5,FREE BTC airdrop → link in bio,0,1,1
Kim Kardashian,0,137277420,3621,Hollywood actor | Upcoming: Summer Blockbuster 2025,1,1,0
Real Human 001,13,143,5,,0,0,1
Profit King,27,48,3,FREE BTC airdrop → link in bio,0,1,1
Lisa White,1051,153,60,UX designer @Meta,0,1,0
Bot 9999,15,194,1,investment advisor DM me,0,0,1
Bot 9999,13,30,3,♻️ repost to win $1000,0,0,1
Anna Lee,1335,50,23,UX designer @Meta,0,1,0
Person 1928,16,30,4,crypto signals ✅ 99% win rate,0,1,1
Click Here Now,22,35,7,📈 passive income daily,0,0,1
Priya Sharma,785,50,730,News journalist @NYT,0,1,0
Money Maker,29,175,7,,0,0,1
Maria Garcia,345,187,885,Artist | Digital creator ✨,0,1,0
Account 293,9,11,0,FREE BTC airdrop → link in bio,0,1,1
Real Human 001,24,188,1,📈 passive income daily,0,1,1
Lisa White,1086,50,817,fitness coach 💪 DM for plans,0,1,0
Ariana Grande,0,84134395,4839,Oscar-winning director | Production company: @StudioX,1,1,0
Free Follower,2,132,3,,0,0,1
Click Here Now,2,129,7,FREE BTC airdrop → link in bio,0,0,1
Lisa White,546,138,687,Musician. Coffee addict. ☕,0,1,0
The Rock,0,61058496,4858,CEO @Fortune500 | Author | Speaker,1,1,0
Bot 9999,18,194,6,,0,0,1
Sarah Jones,642,50,651,Musician. Coffee addict. ☕,1,1,0
Anna Lee,103,109,824,Developer | Open source enthusiast,0,1,0
Person 1928,18,58,5,Real estate investor | DM for passive income secrets,0,0,1
User 8374,24,45,5,earn $500/day 👇,0,1,1
User 8374,12,72,3,FREE BTC airdrop → link in bio,0,1,1
Lisa White,51,58,116,Dance teacher | choreographer,0,1,0
Yuki Tanaka,133,50,889,Dance teacher | choreographer,0,1,0
John Smith,1099,73,319,Wildlife photographer based in Kenya,0,1,0
Ahmed Hassan,595,96,359,Yoga instructor | wellness coach 🧘,0,1,0
Mike Brown,1530,50,393,software engineer @ Google,0,1,0
Sarah Jones,1426,72,369,Entrepreneur | Founder @startup,0,1,0
The Rock,0,43266113,2075,International supermodel | Agency: IMG Models,1,1,0
Yuki Tanaka,1324,150,718,News journalist @NYT,0,1,0
The Rock,0,148292191,3470,Iconic musician 🎸 | 40+ years on stage,1,1,0
Anna Lee,1417,222,429,Data scientist | ML researcher,0,1,0
Crypto Bob,23,76,2,🔞 link in bio,0,0,1
Chris Martin,364,50,850,Freelance illustrator | art prints available,0,1,0
Investment Guru,25,101,7,🔞 link in bio,0,0,1
Emma Davis,1185,258,637,Yoga instructor | wellness coach 🧘,0,1,0
Ahmed Hassan,145,108,328,mom of 3 | foodie 🍕,0,1,0
Chris Martin,510,85,913,News journalist @NYT,0,1,0
Anna Lee,1037,50,861,Environmental activist 🌱,0,1,0
Bot 9999,14,69,4,FREE BTC airdrop → link in bio,0,0,1
Click Here Now,28,0,7,,0,0,1
Investment Guru,6,149,3,📈 passive income daily,0,0,1
Ahmed Hassan,748,50,543,Marketing professional | keynote speaker,0,1,0
Crypto Bob,20,115,7,NFT investor | crypto tips,0,0,1
Account 293,28,82,2,DM me to grow your account fast,0,1,1
John Smith,1864,50,167,Teacher & lifelong learner 📚,0,1,0
Click Here Now,28,199,3,FREE BTC airdrop → link in bio,0,0,1
Anna Lee,532,54,243,Retired engineer | amateur astronomer 🔭,0,1,0
Ariana Grande,0,118215266,1960,International supermodel | Agency: IMG Models,1,1,0
Maria Garcia,863,50,753,photographer | travel 📷,0,1,0
Ahmed Hassan,131,50,127,Architect | sustainable design,0,1,0
Profit King,13,126,1,DM me to grow your account fast,0,1,1
Priya Sharma,1680,50,183,photographer | travel 📷,0,1,0
John Smith,290,114,937,Marketing professional | keynote speaker,0,1,0
Money Maker,0,161,3,📈 passive income daily,0,1,1
Ahmed Hassan,586,50,436,Podcaster | interviewing founders,0,1,0
Person 1928,16,80,5,📈 passive income daily,0,1,1
Selena Gomez,0,36418967,2390,CEO @Fortune500 | Author | Speaker,1,1,0
Cristiano Ronaldo,0,152258980,3755,Fashion icon | Creative Director @LuxuryBrand,1,1,0
Earn Fast,0,25,1,📈 passive income daily,0,0,1
Bot 9999,23,140,2,♻️ repost to win $1000,0,1,1
Investment Guru,2,81,4,,0,1,1
Ahmed Hassan,1247,69,360,UX designer @Meta,0,1,0
John Smith,840,113,502,Musician. Coffee addict. ☕,0,1,0
Money Maker,17,195,2,,0,0,1
Kim Kardashian,0,62363546,4262,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,1,1,0
Real Human 001,23,104,0,FREE BTC airdrop → link in bio,0,0,1
Ahmed Hassan,1275,50,464,Chef | Recipe creator 🍳,0,1,0
Investment Guru,27,45,5,,0,0,1
Free Follower,3,90,5,Get free followers — click bio link,0,1,1
Ahmed Hassan,1643,1136,184,Data scientist | ML researcher,0,1,0
Ariana Grande,0,69793094,2580,Grammy-winning artist 🎵 | New album out now,1,1,0
Ahmed Hassan,1893,50,966,Gaming streamer | Twitch partner 🎮,0,1,0
Emma Davis,1449,612,699,Teacher & lifelong learner 📚,0,1,0
Free Follower,17,2,1,,0,0,1
Money Maker,24,199,0,Click link below 💰,0,0,1
Free Follower,7,161,7,Real estate investor | DM for passive income secrets,0,0,1
Free Follower,29,130,3,crypto signals ✅ 99% win rate,0,0,1
Chris Martin,501,50,476,Gaming streamer | Twitch partner 🎮,0,1,0
Money Maker,27,192,4,,0,0,1
Investment Guru,9,107,7,,0,0,1
Sarah Jones,722,170,250,Gaming streamer | Twitch partner 🎮,0,1,0
Ariana Grande,0,195584730,818,Official account. For business: manager@agency.com,1,1,0
Investment Guru,22,169,3,📈 passive income daily,0,1,1
Click Here Now,2,174,5,btc eth airdrop free coins,0,0,1
Cristiano Ronaldo,0,142816171,2046,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,1,1,0
Real Human 001,11,181,4,NFT investor | crypto tips,0,0,1
Earn Fast,12,151,3,btc eth airdrop free coins,0,0,1
Click Here Now,4,136,3,,0,1,1
Mike Brown,1354,68,836,Entrepreneur | Founder @startup,0,1,0
Crypto Bob,2,16,3,DM me to grow your account fast,0,0,1
Ahmed Hassan,1705,50,656,Musician. Coffee addict. ☕,0,1,0
Money Maker,23,141,5,,0,0,1
Free Follower,29,42,0,earn $500/day 👇,0,0,1
Investment Guru,23,2,2,earn $500/day 👇,0,0,1
User 8374,10,75,1,,0,0,1
Emma Davis,1299,50,872,photographer | travel 📷,0,1,0
Bot 9999,28,135,0,,0,1,1
David Clark,803,50,704,UX designer @Meta,0,1,0
Maria Garcia,1132,50,627,Traveler | 50+ countries visited ✈️,0,1,0
Click Here Now,6,100,2,📈 passive income daily,0,0,1
John Smith,1927,50,997,fitness coach 💪 DM for plans,0,1,0
Kim Kardashian,0,65710291,3878,Iconic musician 🎸 | 40+ years on stage,1,1,0
Click Here Now,26,94,0,btc eth airdrop free coins,0,1,1
Maria Garcia,657,50,753,UX designer @Meta,0,1,0
Earn Fast,19,81,1,follow for follow back,0,0,1
Crypto Bob,14,53,0,,0,0,1
Ahmed Hassan,278,50,299,Yoga instructor | wellness coach 🧘,0,1,0
Taylor Swift,0,148993187,2306,Iconic musician 🎸 | 40+ years on stage,1,1,0
Maria Garcia,1590,50,932,High school teacher | making STEM fun,0,1,0
Crypto Bob,8,88,6,follow for follow back,0,1,1
Free Follower,29,102,5,earn $500/day 👇,0,0,1
Ahmed Hassan,316,124,155,photographer | travel 📷,0,1,0
Person 1928,21,9,5,follow for follow back,0,1,1
Crypto Bob,0,85,5,btc eth airdrop free coins,0,1,1
Maria Garcia,901,50,461,Musician. Coffee addict. ☕,0,1,0
Profit King,28,95,7,,0,1,1
Mike Brown,1234,234,906,Wildlife photographer based in Kenya,0,1,0
Money Maker,2,83,3,🔞 link in bio,0,1,1
Free Follower,24,5,1,♻️ repost to win $1000,0,0,1
Person 1928,15,85,3,promo available 📩,0,0,1
Money Maker,26,42,6,📈 passive income daily,0,0,1
Crypto Bob,29,8,2,🔞 link in bio,0,0,1
Crypto Bob,9,65,5,,0,1,1
Account 293,25,11,6,,0,1,1
Account 293,8,80,5,📈 passive income daily,0,0,1
Priya Sharma,1564,86,37,Freelance illustrator | art prints available,0,1,0
Profit King,22,44,7,,0,0,1
Kim Kardashian,0,79431845,681,Nobel Peace Prize laureate | Activist,1,1,0
David Clark,689,50,722,Architect | sustainable design,0,1,0
Real Human 001,8,102,4,crypto signals ✅ 99% win rate,0,0,1
Maria Garcia,1383,50,340,High school teacher | making STEM fun,0,1,0
Click Here Now,17,94,5,Real estate investor | DM for passive income secrets,0,1,1
Anna Lee,1007,50,766,UX designer @Meta,0,1,0
Mike Brown,783,50,635,Chef | Recipe creator 🍳,0,1,0
Cristiano Ronaldo,0,184583826,3745,Iconic musician 🎸 | 40+ years on stage,1,1,0
Real Human 001,1,179,4,♻️ repost to win $1000,0,0,1
Bot 9999,9,88,6,,0,0,1
Chris Martin,1752,58,231,Nurse practitioner | women's health advocate,0,1,0
Earn Fast,3,22,0,NFT investor | crypto tips,0,1,1
Person 1928,2,93,5,,0,1,1
Crypto Bob,21,99,3,FREE BTC airdrop → link in bio,0,0,1
Kim Kardashian,0,124611117,1273,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,1,1,0
Money Maker,14,116,3,NFT investor | crypto tips,0,0,1
User 8374,18,101,5,FREE BTC airdrop → link in bio,0,1,1
Sarah Jones,519,50,638,software engineer @ Google,0,1,0
Real Human 001,13,144,2,Get free followers — click bio link,0,1,1
Bot 9999,0,175,1,Click link below 💰,0,1,1
Selena Gomez,0,38983299,4091,Professional athlete | Team captain | Brand ambassador,1,1,0
Kim Kardashian,0,24853427,872,Official account. For business: manager@agency.com,1,1,0
John Smith,1870,50,826,Gaming streamer | Twitch partner 🎮,0,1,0
Account 293,0,106,5,,0,0,1
Emma Davis,546,118,719,Fashion designer | PR welcome,0,1,0
Real Human 001,17,108,1,,0,0,1
Profit King,24,59,1,,0,0,1
Person 1928,4,71,2,,0,1,1
Kim Kardashian,0,156510306,1654,Grammy-winning artist 🎵 | New album out now,1,1,0
Crypto Bob,16,20,4,🔞 link in bio,0,1,1
Money Maker,5,163,2,,0,1,1
User 8374,12,177,0,♻️ repost to win $1000,0,0,1
Chris Martin,388,50,158,Gaming streamer | Twitch partner 🎮,0,1,0
Sarah Jones,1922,50,410,Developer | Open source enthusiast,0,1,0
Click Here Now,9,60,2,📈 passive income daily,0,1,1
John Smith,1786,50,794,Developer | Open source enthusiast,0,1,0
Money Maker,7,133,3,NFT investor | crypto tips,0,1,1
Maria Garcia,1774,446,933,fitness coach 💪 DM for plans,0,1,0
Earn Fast,13,165,2,,0,1,1
Free Follower,5,77,0,,0,1,1
Priya Sharma,1573,396,625,Fashion designer | PR welcome,0,1,0
John Smith,1290,50,367,Data scientist | ML researcher,0,1,0
Bot 9999,18,38,1,Click link below 💰,0,0,1
Emma Davis,1945,96,475,Retired engineer | amateur astronomer 🔭,0,1,0
Bot 9999,4,129,5,NFT investor | crypto tips,0,0,1
Account 293,26,189,3,Get free followers — click bio link,0,0,1
Account 293,3,68,5,📈 passive income daily,0,0,1
Ariana Grande,0,20742011,1085,Professional athlete | Team captain | Brand ambassador,1,1,0
Sarah Jones,1671,128,888,Yoga instructor | wellness coach 🧘,0,1,0
Priya Sharma,914,71,511,Teacher & lifelong learner 📚,0,1,0
Bot 9999,8,83,2,follow for follow back,0,0,1
Profit King,25,54,0,Click link below 💰,0,1,1
Sarah Jones,518,50,640,Freelance illustrator | art prints available,0,1,0
Investment Guru,10,187,6,,0,1,1
John Smith,856,50,262,News journalist @NYT,0,1,0
Emma Davis,1054,147,365,Architect | sustainable design,0,1,0
Investment Guru,1,99,6,DM me to grow your account fast,0,0,1
Crypto Bob,24,38,2,,0,1,1
The Rock,0,41807966,4728,CEO @Fortune500 | Author | Speaker,1,1,0
Money Maker,27,177,4,,0,0,1
Bot 9999,14,101,4,,0,0,1
John Smith,1518,221,508,photographer | travel 📷,0,1,0
Priya Sharma,56,50,27,Dance teacher | choreographer,0,1,0
Bot 9999,20,13,7,,0,1,1
Priya Sharma,1256,50,190,Chef | Recipe creator 🍳,0,1,0
Account 293,24,93,7,earn $500/day 👇,0,1,1
Maria Garcia,660,181,738,Blogger | Lifestyle & wellness,0,1,0
Real Human 001,6,25,6,Click link below 💰,0,0,1
The Rock,0,99870646,1691,Grammy-winning artist 🎵 | New album out now,1,1,0
Person 1928,27,106,7,btc eth airdrop free coins,0,1,1
Click Here Now,21,156,7,DM me to grow your account fast,0,1,1
John Smith,866,199,286,Architect | sustainable design,0,1,0
Taylor Swift,0,127510002,2356,Hollywood actor | Upcoming: Summer Blockbuster 2025,1,1,0
Sarah Jones,1066,1152,851,Freelance illustrator | art prints available,0,1,0
Crypto Bob,19,169,4,DM me to grow your account fast,0,0,1
John Smith,660,50,985,Nurse practitioner | women's health advocate,0,1,0
Taylor Swift,0,145674008,3540,Grammy-winning artist 🎵 | New album out now,1,1,0
Real Human 001,18,170,7,earn $500/day 👇,0,1,1
Emma Davis,190,50,698,Architect | sustainable design,0,1,0
John Smith,540,208,557,fitness coach 💪 DM for plans,0,1,0
Emma Davis,547,57,254,Chef | Recipe creator 🍳,0,1,0
Crypto Bob,25,174,0,btc eth airdrop free coins,0,0,1
Mike Brown,889,67,352,Data scientist | ML researcher,0,1,0
Kim Kardashian,0,111715986,4745,Hollywood actor | Upcoming: Summer Blockbuster 2025,1,1,0
Earn Fast,13,127,3,FREE BTC airdrop → link in bio,0,1,1
Chris Martin,1797,50,215,UX designer @Meta,0,1,0
Crypto Bob,11,134,3,,0,1,1
Priya Sharma,461,56,236,Dance teacher | choreographer,0,1,0
Maria Garcia,837,139,984,Blogger | Lifestyle & wellness,0,1,0
User 8374,0,193,1,Get free followers — click bio link,0,0,1
Earn Fast,13,129,3,investment advisor DM me,0,0,1
Crypto Bob,15,146,3,FREE BTC airdrop → link in bio,0,0,1
Bot 9999,14,146,1,promo available 📩,0,0,1
User 8374,19,65,6,DM me to grow your account fast,0,0,1
Profit King,22,102,1,crypto signals ✅ 99% win rate,0,0,1
Money Maker,6,52,4,investment advisor DM me,0,1,1
Investment Guru,7,167,4,DM me to grow your account fast,0,0,1
Mike Brown,1212,50,405,mom of 3 | foodie 🍕,0,1,0
Money Maker,7,2,3,crypto signals ✅ 99% win rate,0,1,1
Chris Martin,732,128,467,Dance teacher | choreographer,0,1,0
User 8374,27,121,6,follow for follow back,0,1,1
Anna Lee,796,50,356,Wildlife photographer based in Kenya,0,1,0
Chris Martin,532,185,727,News journalist @NYT,0,1,0
Ariana Grande,0,96382737,1320,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,1,1,0
Taylor Swift,0,55389280,3029,Professional athlete | Team captain | Brand ambassador,1,1,0
Mike Brown,1979,116,689,Architect | sustainable design,0,1,0
Bot 9999,20,15,5,,0,0,1
Chris Martin,1329,50,124,Musician. Coffee addict. ☕,0,1,0
Free Follower,20,185,5,Real estate investor | DM for passive income secrets,0,1,1
User 8374,9,123,7,earn $500/day 👇,0,0,1
Real Human 001,14,53,2,,0,0,1
Crypto Bob,23,3,0,Get free followers — click bio link,0,1,1
Account 293,25,41,7,🔞 link in bio,0,1,1
Crypto Bob,22,195,7,,0,1,1
Crypto Bob,20,95,0,♻️ repost to win $1000,0,0,1
Crypto Bob,3,113,1,,0,1,1
Chris Martin,1931,97,962,software engineer @ Google,1,1,0
Crypto Bob,13,44,0,investment advisor DM me,0,0,1
Free Follower,11,26,4,♻️ repost to win $1000,0,0,1
Real Human 001,19,158,3,crypto signals ✅ 99% win rate,0,1,1
Account 293,21,150,6,Click link below 💰,0,1,1
Profit King,22,63,3,promo available 📩,0,1,1
Earn Fast,27,0,3,Get free followers — click bio link,0,1,1
Investment Guru,22,179,4,investment advisor DM me,0,1,1
Account 293,0,69,5,,0,0,1
Anna Lee,568,50,929,Freelance illustrator | art prints available,0,1,0
Crypto Bob,13,178,3,Click link below 💰,0,0,1
Investment Guru,5,5,2,📈 passive income daily,0,0,1
Bot 9999,9,148,6,,0,0,1
Earn Fast,9,108,4,Get free followers — click bio link,0,1,1
Yuki Tanaka,102,76,601,software engineer @ Google,0,1,0
Anna Lee,513,50,858,UX designer @Meta,0,1,0
Account 293,27,138,2,📈 passive income daily,0,0,1
Person 1928,24,164,6,,0,0,1
Priya Sharma,1009,50,322,Musician. Coffee addict. ☕,0,1,0
Click Here Now,29,32,2,🔞 link in bio,0,1,1
Free Follower,8,62,0,,0,1,1
Emma Davis,258,188,811,Environmental activist 🌱,0,1,0
Sarah Jones,427,172,313,Entrepreneur | Founder @startup,0,1,0
Sarah Jones,80,50,729,fitness coach 💪 DM for plans,0,1,0
Free Follower,15,75,6,,0,0,1
Investment Guru,16,43,7,,0,0,1
Account 293,0,47,1,📈 passive income daily,0,1,1
User 8374,20,41,3,btc eth airdrop free coins,0,0,1
Investment Guru,19,109,5,crypto signals ✅ 99% win rate,0,1,1
Crypto Bob,0,32,5,,0,0,1
Investment Guru,0,150,0,FREE BTC airdrop → link in bio,0,1,1
Real Human 001,19,107,5,🔞 link in bio,0,1,1
Profit King,17,171,6,,0,1,1
Bot 9999,8,87,6,FREE BTC airdrop → link in bio,0,0,1
Money Maker,11,40,7,Get free followers — click bio link,0,0,1
Person 1928,28,23,7,,0,1,1
Bot 9999,13,53,3,Get free followers — click bio link,0,0,1
Investment Guru,26,30,0,Real estate investor | DM for passive income secrets,0,0,1
