username,followers,following,posts,bio,is_verified,has_profile_pic,label
fit_jessica,650998,641,2595,Marketing professional | keynote speaker,0,1,0
9182736450,36,6745,0,follow for follow back,0,1,1
99882736450,5,3482,4,,0,0,1
nina_art,618,710,13,Architect | sustainable design,0,1,0
zz_promo_zz,11,3476,1,Get free followers — click bio link,0,0,1
amy_joy,816826,203,2976,photographer | travel 📷,0,1,0
fit_jessica,50,110,5,Entrepreneur | Founder @startup,0,1,0
realmadrid203,259747,13,23,Official fan account,0,1,1
99882736450,70,4814,1,,0,0,1
jeffbezos260,627037,45,47,Official fan account,0,1,1
john_doe,50,61,5,News journalist @NYT,0,1,0
kyliejenner300,1289876,4,18,Official fan account,0,1,1
code_master,120,44,13,Retired engineer | amateur astronomer 🔭,0,1,0
real_human_01234,35,5867,2,Click link below 💰,0,0,1
zz_promo_zz,72,3779,1,DM me to grow your account fast,0,0,1
the_real_sam,154,315,84,Data scientist | ML researcher,0,1,0
jeffbezos477,1699870,42,13,Official fan account,0,1,1
nasa,276115207,1083,2613,Hollywood actor | Upcoming: Summer Blockbuster 2025,1,1,0
mike_2023,477619,12,0,NFT investor | crypto tips,0,1,1
get_rich_88,6333,2053,2039,promo available 📩,0,1,1
mike_2023,189241,1383,1612,Developer | Open source enthusiast,1,1,0
tom_techie,50,120,7,Dance teacher | choreographer,0,1,0
mark_adventure,50,72,5,Musician. Coffee addict. ☕,0,1,0
tradebot_fx,29,3137,4,Click link below 💰,0,1,1
creative_dan,126851,253,2136,Musician. Coffee addict. ☕,0,1,0
tom_techie,874720,1709,1418,Nurse practitioner | women's health advocate,1,1,0
elonmusk,147086629,1359,1774,Fashion icon | Creative Director @LuxuryBrand,1,1,0
paul_runs,190879,98,6,,0,0,1
jeffbezos23,1072920,31,16,Official fan account,0,1,1
arianagrande,87158528,1496,465,Hollywood actor | Upcoming: Summer Blockbuster 2025,1,1,0
get_rich_88,67,6886,0,,0,0,1
real_human_01234,2491,3449,2927,earn $500/day 👇,0,1,1
fit_jessica,478208,57,13,,0,1,1
chef_marco,278029,68,12,,0,1,1
chris_builds,305163,42,5,DM me to grow your account fast,0,1,1
surf_with_evan,203,108,14,Dog lover 🐾 | Hiking | Books,0,1,0
airdrop_winner99,7,4672,3,NFT investor | crypto tips,0,1,1
nft_dropper_69,2711,5870,6903,Click link below 💰,0,1,1
sarah_smith,886882,1772,826,Dance teacher | choreographer,0,1,0
user8374629,842,4885,2063,,0,1,1
beyonce105,549885,15,47,Official fan account,0,1,1
airdrop_winner99,28,5835,2,,0,1,1
john_doe,50,88,34,fitness coach 💪 DM for plans,0,1,0
acc29471838,61,3618,1,earn $500/day 👇,0,1,1
tradebot_fx,65,3644,3,investment advisor DM me,0,1,1
amy_joy,288979,81,6,🔞 link in bio,0,0,1
mark_adventure,68347,5,3,,0,1,1
mike_2023,388296,12,2,FREE BTC airdrop → link in bio,0,0,1
b.scott.official,868585,1724,2143,Traveler | 50+ countries visited ✈️,0,1,0
paul_runs,866739,2258,2245,Entrepreneur | Founder @startup,0,1,0
bot_account_7,1210,4566,7491,,0,1,1
neymarjr691,282894,20,35,Official fan account,0,1,1
code_master,110,73,9,UX designer @Meta,0,1,0
botanist_beth,82,144,5,News journalist @NYT,0,1,0
the_real_sam,63,101,11,Data scientist | ML researcher,0,1,0
nft_dropper_69,7118,2839,1972,📈 passive income daily,0,1,1
mindful_maya,371463,2363,2714,fitness coach 💪 DM for plans,0,1,0
99882736450,12,6313,0,♻️ repost to win $1000,0,0,1
nina_art,553851,389,670,Data scientist | ML researcher,0,1,0
paul_runs,302842,81,8,DM me to grow your account fast,0,0,1
taylorswift,223683884,1938,2230,Professional athlete | Team captain | Brand ambassador,1,1,0
amy_joy,50,64,6,Developer | Open source enthusiast,0,1,0
fcbarcelona,240488192,1862,865,Oscar-winning director | Production company: @StudioX,1,1,0
chris_builds,870106,2257,1826,software engineer @ Google,0,1,0
xXx_profit_xXx,3342,2513,1569,FREE BTC airdrop → link in bio,0,1,1
creative_dan,183202,81,6,FREE BTC airdrop → link in bio,0,1,1
john_doe,50,86,5,Environmental activist 🌱,0,1,0
journeys_with_kai,482399,1694,2996,Environmental activist 🌱,0,1,0
chris_builds,137,217,5,Traveler | 50+ countries visited ✈️,0,1,0
kyliejenner,27941524,1471,3073,Official account. For business: manager@agency.com,1,1,0
creative_dan,647867,1345,129,Medical student | future doctor 🩺,0,1,0
lena_captures,51,96,5,software engineer @ Google,0,1,0
user8374629,3066,3348,3244,NFT investor | crypto tips,0,1,1
99882736450,6391,6042,1030,Real estate investor | DM for passive income secrets,0,1,1
dev_pete,98,103,5,Yoga instructor | wellness coach 🧘,0,1,0
elonmusk,29419710,1270,1088,Hollywood actor | Upcoming: Summer Blockbuster 2025,1,1,0
nike,55268024,549,1371,Hollywood actor | Upcoming: Summer Blockbuster 2025,1,1,0
mark_adventure,290,352,5,Fashion designer | PR welcome,0,1,0
billgates,256382292,1156,3351,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,1,1,0
mindful_maya,50,68,5,Fashion designer | PR welcome,0,1,0
jeffbezos749,1166957,18,45,Official fan account,0,1,1
selenagomez262,1529447,17,35,Official fan account,0,1,1
mark_adventure,569811,926,471,software engineer @ Google,0,1,0
xXx_profit_xXx,50,5280,3,,0,1,1
9182736450,3204,6567,3764,,0,1,1
journeys_with_kai,237193,50,8,earn $500/day 👇,0,0,1
cristiano262,1715744,49,6,Official fan account,0,1,1
code_master,160,135,20,Wildlife photographer based in Kenya,0,1,0
surf_with_evan,1456,1645,5,Environmental activist 🌱,0,1,0
beyonce,90302722,1006,2528,Grammy-winning artist 🎵 | New album out now,1,1,0
botanist_beth,73,112,14,Artist | Digital creator ✨,0,1,0
john_doe,66,50,5,Entrepreneur | Founder @startup,0,1,0
creative_dan,134,216,16,Dog lover 🐾 | Hiking | Books,0,1,0
real_human_01234,5023,7246,6480,🔞 link in bio,0,1,1
real_human_01234,4060,5846,7376,NFT investor | crypto tips,0,1,1
code_master,120,265,35,Dog lover 🐾 | Hiking | Books,0,1,0
cristiano,154454745,1695,2416,CEO @Fortune500 | Author | Speaker,1,1,0
acc29471838,6120,4530,6552,crypto signals ✅ 99% win rate,0,1,1
mindful_maya,581408,1788,2152,Chef | Recipe creator 🍳,0,1,0
nft_dropper_69,18,6828,3,promo available 📩,0,1,1
natgeo,121321894,1136,2384,Nobel Peace Prize laureate | Activist,1,1,0
chef_marco,444641,22,13,,0,0,1
mike_2023,202284,35,9,follow for follow back,0,1,1
journeys_with_kai,57,63,5,software engineer @ Google,0,1,0
nasa,159873062,1409,4304,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,1,1,0
botanist_beth,63,141,5,Developer | Open source enthusiast,0,1,0
daniel_f,52,124,5,Blogger | Lifestyle & wellness,0,1,0
tom_techie,684705,2892,1996,Artist | Digital creator ✨,0,1,0
grace_beauty,125,148,8,Musician. Coffee addict. ☕,0,1,0
free_follower_bot,517,6945,7599,Click link below 💰,0,1,1
mark_adventure,60,74,5,photographer | travel 📷,0,1,0
follow_back_101,7996,3039,3118,Click link below 💰,0,1,1
creative_dan,29636,48,6,Click link below 💰,0,1,1
nina_art,50,20,5,UX designer @Meta,0,1,0
9182736450,46,3742,4,♻️ repost to win $1000,0,1,1
mindful_maya,456349,36,9,,0,0,1
tradebot_fx,1428,2527,4148,earn $500/day 👇,0,1,1
paul_runs,337460,2412,1006,software engineer @ Google,1,1,0
the_real_sam,50,40,17,mom of 3 | foodie 🍕,0,1,0
realmadrid392,861085,22,35,Official fan account,0,1,1
natgeo770,1326033,23,18,Official fan account,0,1,1
therock59,1779132,30,42,Official fan account,0,1,1
everyday_elena,580548,2859,1752,Blogger | Lifestyle & wellness,0,1,0
99882736450,65,3084,3,follow for follow back,0,1,1
follow_back_101,4755,6814,5634,,0,1,1
dev_pete,50,31,5,Gaming streamer | Twitch partner 🎮,0,1,0
b.scott.official,50,68,6,High school teacher | making STEM fun,0,1,0
dev_pete,476822,2443,2676,photographer | travel 📷,1,1,0
amy_joy,241,121,35,Architect | sustainable design,0,1,0
kimkardashian620,1728485,5,48,Official fan account,0,1,1
daniel_f,292717,36,1,DM me to grow your account fast,0,1,1
tom_techie,50,34,57,Chef | Recipe creator 🍳,0,1,0
real_human_01234,5684,3466,1295,♻️ repost to win $1000,0,1,1
bot_account_7,62,3430,4,FREE BTC airdrop → link in bio,0,1,1
realmadrid,102198488,1704,1856,Nobel Peace Prize laureate | Activist,1,1,0
nft_dropper_69,2296,3839,3601,🔞 link in bio,0,1,1
b.scott.official,58,70,5,Architect | sustainable design,0,1,0
fit_jessica,209252,44,2,🔞 link in bio,0,0,1
xXx_profit_xXx,1412,5657,4733,earn $500/day 👇,0,1,1
natgeo,93676676,974,4098,Fashion icon | Creative Director @LuxuryBrand,1,1,0
taylorswift157,1000658,16,48,Official fan account,0,1,1
jeffbezos,200852485,995,4318,CEO @Fortune500 | Author | Speaker,1,1,0
airdrop_winner99,13,6037,0,🔞 link in bio,0,1,1
cristiano,236000808,1470,712,Nobel Peace Prize laureate | Activist,1,1,0
john_doe,76,34,12,Podcaster | interviewing founders,0,1,0
dev_pete,50,119,5,mom of 3 | foodie 🍕,0,1,0
tradebot_fx,7596,7450,5501,,0,1,1
tim_cook,8505296,260,3773,Oscar-winning director | Production company: @StudioX,1,1,0
9182736450,15,7455,3,earn $500/day 👇,0,0,1
journeys_with_kai,311351,13,6,🔞 link in bio,0,1,1
john_doe,80358,6,5,FREE BTC airdrop → link in bio,0,1,1
airdrop_winner99,7335,2372,3288,Click link below 💰,0,1,1
free_followers_now,2125,3502,7698,📈 passive income daily,0,1,1
chef_marco,109,168,5,Nurse practitioner | women's health advocate,0,1,0
taylorswift223,247102,0,31,Official fan account,0,1,1
billgates170,1032387,33,31,Official fan account,0,1,1
chris_builds,185319,26,12,♻️ repost to win $1000,0,0,1
9182736450,5704,2756,7103,FREE BTC airdrop → link in bio,0,1,1
billgates9,597258,7,25,Official fan account,0,1,1
tom_techie,904864,618,2187,Fashion designer | PR welcome,0,1,0
lisa_writes,58,144,5,Gaming streamer | Twitch partner 🎮,0,1,0
1234567890ab,3754,5570,1910,,0,1,1
the_real_sam,551,1366,5,Entrepreneur | Founder @startup,0,1,0
alex_travel,50,103,10,Dog lover 🐾 | Hiking | Books,0,1,0
neymarjr155,377066,39,8,Official fan account,0,1,1
9182736450,34,5699,0,♻️ repost to win $1000,0,0,1
amy_joy,78344,0,5,,0,1,1
airdrop_winner99,1676,6143,2096,promo available 📩,0,1,1
amy_joy,50,68,5,Architect | sustainable design,0,1,0
lisa_writes,726870,1500,1376,Teacher & lifelong learner 📚,1,1,0
nike287,857064,22,45,Official fan account,0,1,1
user8374629,26,7184,0,,0,0,1
nike,249502688,391,3809,Hollywood actor | Upcoming: Summer Blockbuster 2025,1,1,0
therock,181248634,760,2352,Fashion icon | Creative Director @LuxuryBrand,1,1,0
sarah_smith,393649,89,6,promo available 📩,0,1,1
alex_travel,50,27,5,Environmental activist 🌱,0,1,0
chris_builds,50,41,6,Yoga instructor | wellness coach 🧘,0,1,0
kimkardashian,235037832,257,1596,Nobel Peace Prize laureate | Activist,1,1,0
code_master,59,82,5,Marketing professional | keynote speaker,0,1,0
sarah_smith,749450,1452,1824,fitness coach 💪 DM for plans,0,1,0
surf_with_evan,91,213,5,Architect | sustainable design,0,1,0
dev_pete,144757,59,5,,0,1,1
creative_dan,50,46,17,Environmental activist 🌱,0,1,0
natgeo,257629096,625,3268,Grammy-winning artist 🎵 | New album out now,1,1,0
zz_promo_zz,73,4866,3,follow for follow back,0,1,1
paul_runs,50,112,6,Artist | Digital creator ✨,0,1,0
the_real_sam,56,28,10,Marketing professional | keynote speaker,0,1,0
mike_2023,754062,1277,867,Developer | Open source enthusiast,1,1,0
justinbieber,130195818,1291,959,International supermodel | Agency: IMG Models,1,1,0
selenagomez150,1292131,24,28,Official fan account,0,1,1
oprah,86131304,391,2441,Grammy-winning artist 🎵 | New album out now,1,1,0
b.scott.official,521883,2777,2077,Data scientist | ML researcher,1,1,0
b.scott.official,84,55,7,Dance teacher | choreographer,0,1,0
fcbarcelona,214331010,1625,3215,World #1 tennis player 🎾 | Foundation: @AidFundation,1,1,0
nasa,63508239,1097,2493,Grammy-winning artist 🎵 | New album out now,1,1,0
mike_2023,50,85,5,Data scientist | ML researcher,0,1,0
earn_fast_2024,1908,6358,3755,earn $500/day 👇,0,1,1
grace_beauty,29900,26,11,promo available 📩,0,0,1
b.scott.official,50,104,53,photographer | travel 📷,0,1,0
chef_marco,88,130,5,Entrepreneur | Founder @startup,0,1,0
airdrop_winner99,3780,2112,2895,Real estate investor | DM for passive income secrets,0,1,1
9182736450,4910,2890,3370,DM me to grow your account fast,0,1,1
beyonce545,1419636,10,41,Official fan account,0,1,1
mindful_maya,286945,284,1202,fitness coach 💪 DM for plans,0,1,0
creative_dan,814,1895,9,Architect | sustainable design,0,1,0
taylorswift,7559505,1996,4611,International supermodel | Agency: IMG Models,1,1,0
amy_joy,60,109,10,fitness coach 💪 DM for plans,0,1,0
a8f7d3k9p2,751,2711,3268,investment advisor DM me,0,1,1
the_real_sam,436934,3,10,,0,1,1
follow_back_101,10,3969,0,NFT investor | crypto tips,0,0,1
photo_by_anna,789,1796,8,Teacher & lifelong learner 📚,0,1,0
mike_2023,375706,74,6,earn $500/day 👇,0,0,1
dev_pete,210,201,20,photographer | travel 📷,0,1,0
free_follower_bot,9,5577,3,,0,0,1
elonmusk181,71586,0,10,Official fan account,0,1,1
earn_fast_2024,2,4293,3,📈 passive income daily,0,1,1
botanist_beth,50,118,5,Gaming streamer | Twitch partner 🎮,0,1,0
photo_by_anna,240904,65,1,follow for follow back,0,1,1
nike,3964942,1131,959,Professional athlete | Team captain | Brand ambassador,1,1,0
9182736450,1774,3952,4513,DM me to grow your account fast,0,1,1
therock,126315181,1935,1080,International supermodel | Agency: IMG Models,1,1,0
surf_with_evan,50,70,5,Podcaster | interviewing founders,0,1,0
acc29471838,7102,4471,1968,📈 passive income daily,0,1,1
nasa440,1276635,46,21,Official fan account,0,1,1
john_doe,246312,511,1573,Entrepreneur | Founder @startup,0,1,0
free_followers_now,3798,2374,2549,NFT investor | crypto tips,0,1,1
fit_jessica,136228,2698,2264,Retired engineer | amateur astronomer 🔭,0,1,0
bot_account_7,1637,6674,6925,DM me to grow your account fast,0,1,1
crypto_king_9999,1974,4487,4285,investment advisor DM me,0,1,1
1234567890ab,54,3360,1,Get free followers — click bio link,0,1,1
tim_cook180,438147,22,38,Official fan account,0,1,1
botanist_beth,50,20,5,Retired engineer | amateur astronomer 🔭,0,1,0
user8374629,60,6759,1,crypto signals ✅ 99% win rate,0,1,1
surf_with_evan,450135,45,5,NFT investor | crypto tips,0,1,1
fcbarcelona,96079337,1058,3759,World #1 tennis player 🎾 | Foundation: @AidFundation,1,1,0
beyonce,236912962,1500,1579,Official account. For business: manager@agency.com,1,1,0
taylorswift,152011112,1500,1839,Nobel Peace Prize laureate | Activist,1,1,0
kyliejenner,24215825,1174,1870,Nobel Peace Prize laureate | Activist,1,1,0
free_followers_now,63,3682,3,,0,1,1
realmadrid,90697844,1980,3030,Nobel Peace Prize laureate | Activist,1,1,0
alex_travel,50,30,8,Freelance illustrator | art prints available,0,1,0
elonmusk,186936136,1820,1503,Fashion icon | Creative Director @LuxuryBrand,1,1,0
tradebot_fx,6225,5421,7434,,0,1,1
xXx_profit_xXx,6228,6195,4684,,0,1,1
kyliejenner736,313140,46,5,Official fan account,0,1,1
taylorswift28,607623,47,21,Official fan account,0,1,1
a8f7d3k9p2,3,5803,4,btc eth airdrop free coins,0,0,1
oprah,261934762,948,982,Hollywood actor | Upcoming: Summer Blockbuster 2025,1,1,0
fcbarcelona,235004607,1610,4677,Fashion icon | Creative Director @LuxuryBrand,1,1,0
botanist_beth,216,429,7,Freelance illustrator | art prints available,0,1,0
mark_adventure,50,103,5,Entrepreneur | Founder @startup,0,1,0
jeffbezos,179636065,1056,4345,Fashion icon | Creative Director @LuxuryBrand,1,1,0
neymarjr,291576101,1051,2338,Grammy-winning artist 🎵 | New album out now,1,1,0
99882736450,3156,3458,3991,♻️ repost to win $1000,0,1,1
tom_techie,166009,1,8,earn $500/day 👇,0,1,1
amy_joy,50,79,5,fitness coach 💪 DM for plans,0,1,0
everyday_elena,163,82,5,Blogger | Lifestyle & wellness,0,1,0
mark_adventure,50,121,5,Developer | Open source enthusiast,0,1,0
the_real_sam,441080,0,6,investment advisor DM me,0,0,1
b.scott.official,51,80,5,Data scientist | ML researcher,0,1,0
tim_cook387,999861,44,37,Official fan account,0,1,1
selenagomez,9670851,557,2430,Grammy-winning artist 🎵 | New album out now,1,1,0
b.scott.official,500026,867,207,software engineer @ Google,1,1,0
free_follower_bot,70,6647,3,earn $500/day 👇,0,1,1
code_master,942648,2665,2648,Freelance illustrator | art prints available,0,1,0
crypto_king_9999,1742,2733,3640,NFT investor | crypto tips,0,1,1
paul_runs,56,53,8,Dog lover 🐾 | Hiking | Books,0,1,0
free_follower_bot,49,7169,0,🔞 link in bio,0,1,1
a8f7d3k9p2,2597,6418,7908,Real estate investor | DM for passive income secrets,0,1,1
billgates,229779003,1873,4378,Oscar-winning director | Production company: @StudioX,1,1,0
q7w8e9r0t1y2,3230,2663,4548,🔞 link in bio,0,1,1
botanist_beth,54,81,5,photographer | travel 📷,0,1,0
paul_runs,876,1480,5,Traveler | 50+ countries visited ✈️,0,1,0
99882736450,2415,4275,7281,,0,1,1
chef_marco,351466,68,9,,0,1,1
fcbarcelona,245154060,300,4443,Official account. For business: manager@agency.com,1,1,0
mark_adventure,495722,2441,1936,Chef | Recipe creator 🍳,0,1,0
taylorswift,123655757,1783,743,Iconic musician 🎸 | 40+ years on stage,1,1,0
tom_techie,50,94,5,Architect | sustainable design,0,1,0
everyday_elena,354895,24,12,Real estate investor | DM for passive income secrets,0,1,1
free_followers_now,835,3989,6591,Click link below 💰,0,1,1
99882736450,3,4110,0,NFT investor | crypto tips,0,0,1
journeys_with_kai,50,53,5,Artist | Digital creator ✨,0,1,0
airdrop_winner99,42,3393,2,DM me to grow your account fast,0,0,1
realmadrid435,92893,32,11,Official fan account,0,1,1
kyliejenner870,1948585,31,14,Official fan account,0,1,1
arianagrande233,1310316,9,29,Official fan account,0,1,1
lena_captures,107,218,5,Entrepreneur | Founder @startup,0,1,0
everyday_elena,96,197,5,Dog lover 🐾 | Hiking | Books,0,1,0
emma.j,507332,2190,2514,Fashion designer | PR welcome,0,1,0
jeffbezos,278310677,951,2275,Professional athlete | Team captain | Brand ambassador,1,1,0
fit_jessica,128691,74,12,,0,1,1
daniel_f,768086,2029,172,Entrepreneur | Founder @startup,1,1,0
a8f7d3k9p2,17,4932,2,📈 passive income daily,0,0,1
user8374629,3861,5502,6121,Get free followers — click bio link,0,1,1
natgeo,251302181,1621,4542,Hollywood actor | Upcoming: Summer Blockbuster 2025,1,1,0
creative_dan,692878,1098,2913,Data scientist | ML researcher,0,1,0
amy_joy,73,128,5,Teacher & lifelong learner 📚,0,1,0
creative_dan,435432,505,2801,Wildlife photographer based in Kenya,0,1,0
surf_with_evan,264508,97,5,Real estate investor | DM for passive income secrets,0,1,1
free_followers_now,893,2422,5851,investment advisor DM me,0,1,1
taylorswift279,581482,46,49,Official fan account,0,1,1
billgates,140747098,1591,4280,Official account. For business: manager@agency.com,1,1,0
beyonce388,876898,21,34,Official fan account,0,1,1
justinbieber,50924903,143,798,Grammy-winning artist 🎵 | New album out now,1,1,0
b.scott.official,224699,14,5,NFT investor | crypto tips,0,1,1
selenagomez520,1050004,34,30,Official fan account,0,1,1
nina_art,234783,801,1655,Teacher & lifelong learner 📚,0,1,0
get_rich_88,73,3045,0,NFT investor | crypto tips,0,0,1
mark_adventure,50,47,97,Gaming streamer | Twitch partner 🎮,0,1,0
xXx_profit_xXx,3169,2373,3689,♻️ repost to win $1000,0,1,1
cristiano328,627754,39,49,Official fan account,0,1,1
nasa,27686035,1343,2362,Nobel Peace Prize laureate | Activist,1,1,0
daniel_f,88437,71,0,,0,0,1
paul_runs,50,96,16,Wildlife photographer based in Kenya,0,1,0
b.scott.official,50,99,28,fitness coach 💪 DM for plans,0,1,0
airdrop_winner99,384,5897,6727,♻️ repost to win $1000,0,1,1
therock,40414843,1387,4855,Grammy-winning artist 🎵 | New album out now,1,1,0
free_followers_now,21,3124,1,,0,0,1
acc29471838,882,3786,4244,follow for follow back,0,1,1
lisa_writes,50,61,8,Dog lover 🐾 | Hiking | Books,0,1,0
mark_adventure,231604,99,5,,0,1,1
lisa_writes,319929,63,7,follow for follow back,0,0,1
nina_art,130,190,5,High school teacher | making STEM fun,0,1,0
tradebot_fx,40,3607,2,Click link below 💰,0,0,1
everyday_elena,50,89,5,Wildlife photographer based in Kenya,0,1,0
emma.j,347009,70,9,Click link below 💰,0,1,1
mike_2023,16301,0,13,Real estate investor | DM for passive income secrets,0,1,1
tom_techie,50,32,196,software engineer @ Google,0,1,0
chef_marco,50,25,5,photographer | travel 📷,0,1,0
creative_dan,378248,1352,735,Medical student | future doctor 🩺,0,1,0
creative_dan,203810,1461,2995,Entrepreneur | Founder @startup,1,1,0
mindful_maya,321071,15,11,,0,1,1
journeys_with_kai,135496,82,8,🔞 link in bio,0,0,1
justinbieber,247574592,689,4639,Grammy-winning artist 🎵 | New album out now,1,1,0
zz_promo_zz,3628,3504,2854,📈 passive income daily,0,1,1
jeffbezos547,1103157,36,39,Official fan account,0,1,1
amy_joy,50,91,18,Teacher & lifelong learner 📚,0,1,0
lisa_writes,361294,3,7,Click link below 💰,0,1,1
sarah_smith,145,115,16,Medical student | future doctor 🩺,0,1,0
99882736450,36,6911,1,,0,1,1
kyliejenner,36543401,563,3399,Iconic musician 🎸 | 40+ years on stage,1,1,0
free_followers_now,3,7247,3,,0,0,1
surf_with_evan,71,60,17,Fashion designer | PR welcome,0,1,0
the_real_sam,250456,53,6,,0,1,1
q7w8e9r0t1y2,44,6854,1,follow for follow back,0,0,1
kyliejenner,26150485,562,4250,World #1 tennis player 🎾 | Foundation: @AidFundation,1,1,0
tim_cook,197701122,895,4631,Oscar-winning director | Production company: @StudioX,1,1,0
grace_beauty,421,251,5,Musician. Coffee addict. ☕,0,1,0
tom_techie,716884,1320,2132,UX designer @Meta,0,1,0
alex_travel,71236,23,8,promo available 📩,0,1,1
daniel_f,50,105,5,Marketing professional | keynote speaker,0,1,0
jeffbezos942,1664044,46,43,Official fan account,0,1,1
chef_marco,137760,25,10,earn $500/day 👇,0,0,1
follow_back_101,27,5628,3,Click link below 💰,0,0,1
nft_dropper_69,25,4180,4,,0,0,1
jeffbezos365,1202737,7,30,Official fan account,0,1,1
free_follower_bot,1094,5056,7663,,0,1,1
nike,134260558,1388,3958,Oscar-winning director | Production company: @StudioX,1,1,0
journeys_with_kai,968874,2595,2569,Developer | Open source enthusiast,0,1,0
fit_jessica,50,76,5,Gaming streamer | Twitch partner 🎮,0,1,0
everyday_elena,867503,2589,2717,Entrepreneur | Founder @startup,0,1,0
the_real_sam,50,105,10,Fashion designer | PR welcome,0,1,0
a8f7d3k9p2,4005,7207,4643,follow for follow back,0,1,1
paul_runs,258720,1746,806,News journalist @NYT,0,1,0
fit_jessica,104087,59,12,,0,0,1
fcbarcelona148,1324434,17,18,Official fan account,0,1,1
99882736450,2368,2604,5260,♻️ repost to win $1000,0,1,1
code_master,53,126,5,Dance teacher | choreographer,0,1,0
daniel_f,50,69,18,Retired engineer | amateur astronomer 🔭,0,1,0
fit_jessica,50,37,5,Freelance illustrator | art prints available,0,1,0
tradebot_fx,3139,2732,5198,promo available 📩,0,1,1
journeys_with_kai,302145,1361,2925,Teacher & lifelong learner 📚,0,1,0
free_follower_bot,4533,4793,6408,Real estate investor | DM for passive income secrets,0,1,1
follow_back_101,5,4594,0,investment advisor DM me,0,0,1
amy_joy,106,138,7,Dance teacher | choreographer,0,1,0
sarah_smith,275,594,203,News journalist @NYT,0,1,0
the_real_sam,62,116,5,Entrepreneur | Founder @startup,0,1,0
journeys_with_kai,50,106,12,Blogger | Lifestyle & wellness,0,1,0
jeffbezos,149024631,969,1549,Oscar-winning director | Production company: @StudioX,1,1,0
tom_techie,50,20,16,High school teacher | making STEM fun,0,1,0
sarah_smith,50,99,5,Artist | Digital creator ✨,0,1,0
everyday_elena,50,52,7,Dog lover 🐾 | Hiking | Books,0,1,0
zz_promo_zz,47,7429,3,,0,0,1
99882736450,44,4497,1,📈 passive income daily,0,0,1
dev_pete,99,192,5,fitness coach 💪 DM for plans,0,1,0
kimkardashian395,1636937,2,22,Official fan account,0,1,1
lena_captures,31465,84,13,follow for follow back,0,1,1
dev_pete,190508,20,4,,0,0,1
99882736450,55,6745,4,NFT investor | crypto tips,0,1,1
photo_by_anna,94,162,5,Musician. Coffee addict. ☕,0,1,0
emma.j,64,69,5,Data scientist | ML researcher,0,1,0
botanist_beth,746196,1654,1259,Blogger | Lifestyle & wellness,1,1,0
fit_jessica,50,123,5,Gaming streamer | Twitch partner 🎮,0,1,0
free_follower_bot,78,4264,1,earn $500/day 👇,0,0,1
creative_dan,313216,95,12,,0,0,1
daniel_f,639725,2860,1624,Data scientist | ML researcher,1,1,0
creative_dan,170,90,5,Wildlife photographer based in Kenya,0,1,0
nina_art,50,55,7,Chef | Recipe creator 🍳,0,1,0
daniel_f,123,55,5,Chef | Recipe creator 🍳,0,1,0
9182736450,5,3259,2,♻️ repost to win $1000,0,0,1
grace_beauty,50,101,7,Marketing professional | keynote speaker,0,1,0
alex_travel,50,58,5,Podcaster | interviewing founders,0,1,0
mindful_maya,706543,556,2152,Gaming streamer | Twitch partner 🎮,0,1,0
creative_dan,50,109,11,mom of 3 | foodie 🍕,0,1,0
justinbieber767,1500261,21,48,Official fan account,0,1,1
oprah172,1420284,10,17,Official fan account,0,1,1
1234567890ab,11,6371,2,investment advisor DM me,0,0,1
9182736450,452,4693,6249,earn $500/day 👇,0,1,1
photo_by_anna,166452,85,2,promo available 📩,0,0,1
mindful_maya,159481,35,5,DM me to grow your account fast,0,1,1
user8374629,1506,6354,1999,,0,1,1
a8f7d3k9p2,11,5784,2,NFT investor | crypto tips,0,0,1
fcbarcelona884,1750334,39,24,Official fan account,0,1,1
fcbarcelona578,1151230,29,12,Official fan account,0,1,1
earn_fast_2024,35,5495,4,Click link below 💰,0,1,1
nft_dropper_69,45,3411,1,promo available 📩,0,1,1
follow_back_101,7605,4652,5994,,0,1,1
b.scott.official,108579,26,6,Get free followers — click bio link,0,0,1
99882736450,52,3197,2,investment advisor DM me,0,0,1
99882736450,7536,3346,1115,Click link below 💰,0,1,1
bot_account_7,20,3176,4,investment advisor DM me,0,1,1
therock160,1077158,7,46,Official fan account,0,1,1
fcbarcelona924,264939,16,28,Official fan account,0,1,1
airdrop_winner99,35,4207,1,DM me to grow your account fast,0,0,1
mark_adventure,52,95,30,software engineer @ Google,0,1,0
kyliejenner,59733965,689,4990,Oscar-winning director | Production company: @StudioX,1,1,0
everyday_elena,128,67,5,Developer | Open source enthusiast,0,1,0
botanist_beth,50,20,5,News journalist @NYT,0,1,0
crypto_king_9999,7965,6588,3596,♻️ repost to win $1000,0,1,1
dev_pete,78,105,17,High school teacher | making STEM fun,0,1,0
botanist_beth,274785,5,12,Get free followers — click bio link,0,1,1
mark_adventure,110984,11,13,DM me to grow your account fast,0,0,1
elonmusk,171946687,999,4095,Professional athlete | Team captain | Brand ambassador,1,1,0
fcbarcelona,40498748,1267,3290,Grammy-winning artist 🎵 | New album out now,1,1,0
grace_beauty,78,100,12,Marketing professional | keynote speaker,0,1,0
john_doe,50,77,5,Environmental activist 🌱,0,1,0
sarah_smith,65,148,5,Architect | sustainable design,0,1,0
